Epoch,Loss,Accuracy
1,5.159358052517773,0.0010304666666666666
2,5.088777525433095,0.0010362
3,5.099628737253541,0.0010504666666666666
4,5.1071406509790815,0.0010389333333333333
5,5.110301864991416,0.0010294
6,5.1107924435631,0.0010443333333333333
7,5.112053655520234,0.0010435333333333333
8,5.113614657734848,0.0010365333333333332
9,5.112175880438639,0.001039
10,5.114262266014623,0.0010434666666666666
